,age,gender,VCF0346,VCF0347,VCF0361,VCF0373,VCF0380,VCF0724,VCF0729,VCF0878,VCF0204,VCF0207,VCF0210,VCF0217,VCF0218,VCF0219,VCF0223,VCF0227_dk,VCF0228_dk,VCF0231_dk,VCF0231,VCF0232_dk,VCF0234_dk,VCF0290,VCF0413_dk,VCF0414_dk,VCF0414,VCF0415_dk,VCF0424_dk,VCF0425,VCF0426,VCF0427,VCF0428,VCF0429,VCF0906,VCF0909,VCF9005,VCF9057,VCF0649,VCF0801_dk,VCF0114_r2,VCF0504,VCF0542,VCF0550_dk,VCF0803,VCF9081_dk,VCF9084_dk,VCF9095_dk,VCF0886_dk,VCF0894_dk,VCF0852_dk,VCF0854_dk,VCF9014,VCF9015,VCF9016,VCF9017,VCF9039,VCF9041_dk,VCF9042_dk,VCF0140a,VCF0130,VCF0451,VCF0604,VCF0606_dk,VCF0838_dk,VCF0847,VCF0850,VCF0881_dk,VCF9009_dk,VCF9045_dk,VCF0105a_oh2,VCF0105a_oh4,VCF0105a_oh6,VCF0107_oh2,VCF0107_oh4,VCF0112_oh3,VCF0128_oh2,VCF0128_oh3,VCF0147_oh3,VCF0149_oh1,VCF0149_oh3,VCF0302_oh2,VCF0302_oh4,VCF0302_oh5,VCF0823_oh3,VCF1004_oh1,VCF9131_oh3,VCF0206_int,VCF0209_int,VCF0210_int,VCF0211_int,VCF0212_int,VCF0217_int,VCF0253_int,VCF0471_int,VCF0907_int,VCF0908_int,VCF9056_int,VCF0649_int,VCF0656_int,VCF0604_int,VCF0605_int,VCF0880a_int,year,VCF0702
1916,57.0,0,1.0,0.0,0.0,0.0,1.0,,1.0,,50.0,50.0,-0.0,50.0,-0.0,50.0,50.0,False,False,False,-0.0,False,False,-0.0,False,False,-0.0,False,False,-0.0,-0.0,-0.0,-0.0,,,,50.0,,-0.0,False,95.0,,,False,3.0,False,False,False,False,False,False,False,2.0,1.0,2.0,1.0,2.0,False,False,5.0,1.0,1.0,,False,False,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,1
1917,66.0,1,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,50.0,50.0,60.0,50.0,60.0,60.0,60.0,False,False,False,40.0,False,False,50.0,False,False,40.0,False,False,50.0,40.0,30.0,15.0,,,,30.0,,50.0,False,,,,False,,False,True,False,False,False,False,False,3.0,3.0,3.0,3.0,2.0,False,False,3.0,5.0,1.0,,False,False,0.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,1
1918,60.0,0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,50.0,70.0,50.0,85.0,70.0,70.0,70.0,False,False,False,30.0,False,False,50.0,False,False,55.0,False,False,95.0,40.0,15.0,-0.0,,70.0,,50.0,,100.0,False,95.0,6.0,,False,2.0,False,False,False,False,False,False,False,4.0,2.0,2.0,4.0,1.0,False,False,5.0,5.0,1.0,,False,False,0.0,3.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1919,46.0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,85.0,50.0,50.0,50.0,60.0,50.0,50.0,False,False,False,60.0,False,False,35.0,False,False,60.0,False,False,85.0,30.0,40.0,15.0,,70.0,,70.0,,100.0,False,67.0,6.0,,False,2.0,False,False,False,False,False,False,False,5.0,3.0,1.0,4.0,5.0,False,False,5.0,5.0,1.0,2.0,False,False,1.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1920,57.0,0,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,85.0,85.0,30.0,85.0,30.0,85.0,95.0,False,False,False,30.0,False,False,45.0,False,False,50.0,False,False,15.0,70.0,85.0,85.0,,50.0,,70.0,,50.0,False,100.0,6.0,,False,6.0,False,False,False,False,False,False,False,3.0,5.0,5.0,3.0,2.0,False,False,6.0,1.0,3.0,,False,False,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1921,42.0,0,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,95.0,95.0,30.0,95.0,15.0,95.0,95.0,False,False,False,40.0,False,False,50.0,False,False,30.0,False,False,50.0,85.0,10.0,95.0,,50.0,,95.0,,100.0,False,95.0,5.0,,False,6.0,False,False,False,False,False,False,False,3.0,5.0,,2.0,5.0,False,True,5.0,1.0,4.0,,False,False,3.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1922,64.0,1,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,False,False,False,60.0,False,False,75.0,False,False,55.0,False,False,70.0,60.0,40.0,40.0,,50.0,,70.0,,100.0,False,33.0,7.0,,False,3.0,False,True,False,False,False,False,False,2.0,2.0,2.0,4.0,4.0,False,False,5.0,5.0,2.0,,False,False,2.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,1
1923,65.0,1,1.0,1.0,1.0,0.0,,,1.0,1.0,40.0,50.0,40.0,70.0,95.0,50.0,70.0,False,False,False,60.0,False,False,45.0,False,False,35.0,False,False,70.0,15.0,-0.0,-0.0,,70.0,,50.0,,100.0,False,67.0,7.0,,False,2.0,False,False,False,False,False,False,False,2.0,3.0,4.0,2.0,3.0,False,False,5.0,4.0,1.0,,False,False,0.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1924,46.0,0,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,50.0,85.0,40.0,50.0,70.0,85.0,70.0,False,False,False,-0.0,False,False,40.0,False,False,60.0,False,False,50.0,30.0,70.0,30.0,,60.0,,60.0,,50.0,False,67.0,2.0,,False,4.0,False,True,False,False,False,False,False,1.0,2.0,3.0,2.0,4.0,False,False,5.0,5.0,1.0,,False,False,0.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1925,48.38830808619586,1,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,False,False,False,70.0,False,False,55.0,False,False,40.0,False,False,70.0,15.0,15.0,-0.0,,70.0,,70.0,,100.0,False,95.0,6.0,,False,2.0,False,False,False,False,False,False,False,5.0,1.0,5.0,5.0,4.0,False,False,6.0,5.0,1.0,,False,False,0.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1926,26.0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,50.0,50.0,40.0,50.0,50.0,50.0,50.0,False,False,False,40.0,False,False,50.0,False,False,20.0,False,False,40.0,50.0,-0.0,30.0,,50.0,50.0,50.0,,-0.0,False,67.0,6.0,,False,4.0,False,False,False,False,False,False,False,5.0,4.0,5.0,4.0,4.0,False,False,5.0,5.0,2.0,2.0,False,False,0.0,3.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1927,35.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,40.0,,70.0,60.0,False,False,False,30.0,True,False,95.0,False,True,,True,False,,50.0,50.0,60.0,,,,60.0,,-0.0,False,95.0,,,False,5.0,True,True,True,False,False,False,False,1.0,1.0,2.0,5.0,5.0,False,False,3.0,5.0,,2.0,False,False,0.0,,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,1
1928,34.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,30.0,60.0,60.0,50.0,50.0,60.0,50.0,False,False,False,40.0,False,False,50.0,False,False,50.0,False,False,50.0,50.0,50.0,15.0,,50.0,50.0,60.0,,50.0,False,95.0,7.0,,False,3.0,False,False,False,False,False,False,False,5.0,2.0,5.0,2.0,3.0,False,False,6.0,5.0,1.0,2.0,False,False,1.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1929,20.0,1,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,50.0,50.0,60.0,50.0,50.0,60.0,60.0,False,False,False,60.0,False,False,55.0,False,True,,True,False,,50.0,40.0,30.0,,,,40.0,,50.0,False,16.0,,,False,4.0,False,True,False,False,False,False,False,5.0,2.0,5.0,5.0,2.0,False,False,5.0,3.0,1.0,3.0,False,False,3.0,1.0,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,1
1930,86.0,0,1.0,0.0,0.0,,0.0,,0.0,,70.0,85.0,40.0,60.0,70.0,70.0,70.0,False,False,False,40.0,False,False,35.0,False,True,,True,False,,40.0,,-0.0,,,,60.0,,-0.0,False,16.0,1.0,,False,3.0,False,True,False,False,False,False,False,2.0,2.0,2.0,3.0,2.0,False,False,3.0,5.0,2.0,,False,False,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1931,36.0,0,1.0,0.0,0.0,1.0,0.0,,0.0,1.0,60.0,60.0,50.0,60.0,40.0,50.0,50.0,False,False,False,50.0,False,False,55.0,False,False,70.0,False,False,60.0,70.0,85.0,70.0,,50.0,50.0,60.0,,50.0,False,95.0,5.0,,False,6.0,False,False,False,False,False,False,False,2.0,3.0,4.0,2.0,4.0,False,False,6.0,4.0,2.0,,False,False,0.0,1.0,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1932,27.0,0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,95.0,50.0,85.0,50.0,50.0,85.0,50.0,False,False,False,70.0,False,False,50.0,False,False,70.0,False,False,50.0,50.0,95.0,70.0,,50.0,50.0,70.0,,-0.0,False,,3.0,,False,4.0,False,True,False,False,False,False,False,2.0,4.0,2.0,1.0,1.0,False,False,5.0,4.0,3.0,,False,False,1.0,3.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1933,48.38830808619586,1,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,30.0,60.0,40.0,70.0,70.0,70.0,85.0,False,False,False,40.0,False,True,70.0,True,True,,True,True,,70.0,,30.0,,85.0,85.0,85.0,,100.0,False,16.0,5.0,,False,4.0,False,False,False,False,False,False,False,2.0,5.0,5.0,4.0,2.0,False,False,5.0,5.0,2.0,,False,False,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,2008,1
1934,46.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,40.0,40.0,50.0,85.0,50.0,40.0,False,False,False,50.0,False,False,60.0,False,True,,True,False,,40.0,50.0,40.0,,70.0,70.0,50.0,,50.0,False,33.0,6.0,,False,2.0,False,False,False,False,False,False,False,4.0,4.0,1.0,1.0,4.0,True,False,1.0,4.0,2.0,4.0,False,True,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,2008,0
1935,63.0,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,50.0,50.0,50.0,50.0,70.0,50.0,50.0,False,False,False,50.0,False,False,70.0,False,True,,True,False,,70.0,60.0,70.0,,50.0,50.0,50.0,,50.0,False,100.0,5.0,,False,4.0,False,False,False,False,False,False,False,4.0,1.0,2.0,1.0,2.0,False,False,3.0,1.0,3.0,3.0,False,False,2.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,1
1936,58.0,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,80.0,50.0,40.0,80.0,70.0,50.0,80.0,False,False,False,50.0,False,False,70.0,False,False,60.0,False,False,50.0,70.0,70.0,-0.0,,20.0,20.0,50.0,,50.0,False,33.0,3.0,,False,4.0,False,False,False,False,False,False,False,5.0,2.0,1.0,1.0,2.0,False,False,1.0,1.0,1.0,3.0,False,False,3.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1937,50.0,0,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,95.0,95.0,95.0,95.0,85.0,80.0,95.0,False,False,False,70.0,True,False,65.0,False,False,80.0,False,False,95.0,60.0,70.0,60.0,,100.0,100.0,95.0,,50.0,False,67.0,4.0,,False,4.0,False,False,False,False,False,False,False,2.0,1.0,2.0,1.0,3.0,False,False,1.0,1.0,2.0,,False,False,1.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,2008,1
1938,47.0,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,95.0,95.0,85.0,95.0,95.0,95.0,95.0,False,False,False,95.0,False,False,60.0,False,True,,True,False,85.0,60.0,,60.0,,100.0,100.0,95.0,,100.0,False,67.0,6.0,,False,4.0,False,False,False,False,False,False,False,5.0,5.0,1.0,1.0,1.0,False,False,2.0,2.0,3.0,,False,False,2.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,2008,0
1939,65.0,1,1.0,1.0,1.0,0.0,1.0,,1.0,0.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,True,False,False,95.0,True,False,65.0,False,False,45.0,False,False,60.0,40.0,30.0,60.0,,100.0,100.0,95.0,,50.0,False,67.0,4.0,,False,6.0,False,False,False,False,False,False,False,2.0,1.0,5.0,5.0,1.0,False,False,5.0,1.0,1.0,,False,False,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,2008,0
1940,77.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,95.0,85.0,60.0,70.0,-0.0,95.0,95.0,False,False,False,60.0,False,False,45.0,False,False,45.0,False,False,-0.0,95.0,95.0,95.0,,30.0,30.0,70.0,,100.0,False,67.0,6.0,,False,4.0,False,False,False,False,False,False,False,1.0,5.0,1.0,1.0,5.0,False,False,6.0,1.0,3.0,2.0,False,False,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1941,53.0,1,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,60.0,85.0,50.0,85.0,70.0,85.0,60.0,False,False,False,30.0,False,False,60.0,False,False,50.0,False,False,70.0,40.0,30.0,-0.0,,60.0,60.0,60.0,,100.0,False,100.0,7.0,,False,2.0,False,False,False,False,False,False,False,2.0,4.0,4.0,4.0,2.0,False,False,7.0,3.0,1.0,,False,False,2.0,3.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1942,61.0,1,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,70.0,70.0,50.0,70.0,70.0,70.0,60.0,False,False,False,40.0,False,False,55.0,False,False,55.0,False,False,70.0,40.0,40.0,30.0,,60.0,60.0,40.0,,100.0,False,,6.0,,False,2.0,False,False,False,False,False,False,False,5.0,2.0,3.0,4.0,4.0,False,False,6.0,5.0,1.0,,False,False,0.0,3.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1943,51.0,0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,50.0,50.0,30.0,50.0,70.0,70.0,70.0,False,False,False,40.0,False,False,65.0,False,False,60.0,False,False,85.0,60.0,40.0,30.0,,50.0,50.0,50.0,,100.0,False,,6.0,,False,2.0,False,True,False,False,False,False,False,3.0,3.0,4.0,4.0,2.0,False,False,6.0,5.0,1.0,,False,False,1.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1944,40.0,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,40.0,60.0,70.0,85.0,85.0,95.0,60.0,False,False,False,60.0,False,False,55.0,False,False,60.0,False,False,50.0,40.0,70.0,-0.0,,70.0,70.0,50.0,,50.0,False,95.0,6.0,,False,3.0,False,False,False,False,False,False,False,5.0,2.0,5.0,5.0,1.0,False,False,6.0,5.0,1.0,2.0,False,False,0.0,3.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1945,59.0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,50.0,85.0,60.0,50.0,30.0,70.0,60.0,False,False,False,30.0,False,False,30.0,False,False,55.0,False,False,60.0,40.0,50.0,15.0,,50.0,50.0,15.0,,50.0,False,,5.0,,False,3.0,False,False,False,False,False,False,False,2.0,3.0,3.0,3.0,5.0,False,False,6.0,4.0,1.0,2.0,False,False,0.0,3.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1946,76.0,0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,85.0,95.0,30.0,60.0,15.0,60.0,60.0,False,False,False,70.0,False,False,50.0,False,False,65.0,False,False,40.0,95.0,95.0,85.0,,60.0,60.0,40.0,,100.0,False,33.0,6.0,,False,6.0,False,False,False,False,False,False,False,4.0,4.0,2.0,3.0,1.0,False,False,7.0,3.0,3.0,,False,False,3.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1947,85.0,0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,85.0,85.0,70.0,60.0,95.0,85.0,70.0,False,False,False,60.0,False,True,65.0,False,False,45.0,False,False,60.0,50.0,30.0,30.0,,60.0,60.0,70.0,,100.0,False,33.0,3.0,,False,5.0,False,True,False,False,False,False,False,2.0,4.0,4.0,4.0,2.0,False,False,3.0,3.0,1.0,,False,False,2.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1948,65.0,1,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,70.0,95.0,30.0,95.0,40.0,95.0,95.0,False,False,False,30.0,False,False,50.0,False,False,70.0,False,False,50.0,70.0,95.0,95.0,,,,30.0,,50.0,False,,6.0,,False,6.0,False,True,False,False,False,False,False,1.0,4.0,1.0,1.0,2.0,True,False,6.0,1.0,,,False,False,3.0,1.0,True,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1949,27.0,0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,50.0,50.0,70.0,50.0,60.0,80.0,65.0,False,False,False,10.0,False,False,35.0,False,False,45.0,False,False,75.0,35.0,15.0,10.0,,60.0,60.0,30.0,,100.0,False,95.0,7.0,,False,3.0,False,False,False,False,False,False,False,5.0,2.0,5.0,5.0,2.0,False,False,2.0,4.0,1.0,,False,False,2.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1950,21.0,0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,50.0,95.0,50.0,95.0,50.0,85.0,85.0,False,False,False,50.0,False,False,50.0,False,True,,True,False,,50.0,,30.0,,50.0,50.0,40.0,,100.0,False,67.0,5.0,,False,3.0,False,False,False,False,False,False,False,4.0,2.0,4.0,4.0,2.0,False,False,2.0,3.0,2.0,,False,False,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,1
1951,20.0,1,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,40.0,70.0,70.0,60.0,60.0,70.0,60.0,False,False,False,60.0,False,False,55.0,False,False,45.0,False,False,50.0,50.0,40.0,30.0,,50.0,50.0,85.0,,50.0,False,33.0,6.0,,False,3.0,False,False,False,False,False,False,False,4.0,1.0,4.0,2.0,2.0,False,False,5.0,4.0,1.0,,False,False,2.0,3.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1952,71.0,1,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,50.0,50.0,,70.0,30.0,60.0,50.0,False,False,False,85.0,False,True,30.0,False,True,,True,False,,60.0,60.0,70.0,,,,60.0,,100.0,False,16.0,4.0,,False,4.0,False,False,False,False,False,False,False,3.0,3.0,4.0,4.0,3.0,False,False,5.0,1.0,,,False,False,2.0,1.0,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,2008,1
1953,45.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,85.0,85.0,50.0,85.0,60.0,85.0,85.0,False,False,False,85.0,False,True,60.0,False,True,,True,False,,40.0,60.0,40.0,,,,30.0,,100.0,False,100.0,,,False,4.0,False,False,False,False,False,False,False,2.0,5.0,4.0,2.0,5.0,False,False,2.0,2.0,1.0,,False,False,2.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,1
1954,40.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,40.0,40.0,70.0,70.0,60.0,70.0,95.0,False,False,False,15.0,False,False,45.0,False,False,40.0,False,False,70.0,15.0,15.0,15.0,,85.0,85.0,40.0,,50.0,False,95.0,7.0,,False,1.0,False,False,False,False,False,False,False,5.0,1.0,5.0,5.0,2.0,False,False,6.0,,1.0,2.0,False,False,,,False,False,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1955,46.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,85.0,95.0,60.0,70.0,40.0,70.0,50.0,False,False,False,40.0,False,False,50.0,False,False,55.0,False,False,50.0,60.0,60.0,60.0,,,,50.0,,100.0,False,95.0,6.0,,False,6.0,False,False,False,False,False,False,False,3.0,3.0,4.0,3.0,4.0,False,False,6.0,2.0,3.0,2.0,False,False,1.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1956,33.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,85.0,70.0,60.0,70.0,60.0,60.0,60.0,False,False,False,60.0,False,False,55.0,False,True,,True,False,50.0,70.0,,85.0,,50.0,50.0,60.0,,50.0,False,95.0,2.0,,False,4.0,False,False,False,False,False,False,False,3.0,5.0,4.0,2.0,5.0,False,False,5.0,3.0,4.0,2.0,False,False,2.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,1
1957,62.0,1,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,95.0,95.0,85.0,95.0,40.0,95.0,95.0,False,False,False,85.0,False,False,60.0,False,False,65.0,False,False,40.0,85.0,95.0,70.0,,50.0,50.0,85.0,,50.0,False,67.0,6.0,,False,6.0,False,False,False,False,False,False,False,2.0,4.0,4.0,2.0,4.0,False,False,6.0,1.0,3.0,,False,False,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
1958,32.0,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,90.0,60.0,40.0,85.0,85.0,80.0,65.0,False,False,False,55.0,False,False,60.0,False,False,40.0,False,False,85.0,15.0,-0.0,-0.0,,,,75.0,,100.0,False,95.0,6.0,,False,3.0,False,False,False,False,False,False,False,4.0,4.0,4.0,4.0,2.0,False,False,6.0,3.0,1.0,3.0,False,False,1.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
